,Unnamed: 0,b_major,b_minor,t_building,t_floor,interval,rssi,testid,timestamp,t_x,t_y,beacon_id,b_floor,b_x,b_y
0,0,1000,588,4,1,10,-69,Test12418,2018-11-15 18:13:12,3.5948012265387987,56.88285995825112,A0:E6:F8:69:93:48,1.0,3.061375522494649,60.48498460495792
1,1,1000,568,4,1,10,-100,Test12418,2018-11-15 18:13:12,3.5948012265387987,56.88285995825112,A0:E6:F8:69:9F:F4,1.0,0.43708479215242496,38.00851285497156
2,2,1000,579,4,1,10,-89,Test12418,2018-11-15 18:13:13,3.5948012265387987,56.88285995825112,A0:E6:F8:69:F4:31,1.0,15.657972351110985,68.35175042702785
3,3,1000,592,4,1,10,-91,Test12418,2018-11-15 18:13:13,3.5948012265387987,56.88285995825112,A0:E6:F8:69:F7:E1,1.0,4.78590982289451,45.72543511536896
4,4,1000,567,4,1,10,-86,Test12418,2018-11-15 18:13:13,3.5948012265387987,56.88285995825112,A0:E6:F8:69:F7:E8,1.0,4.111092087008468,68.50159355129132
5,5,1000,537,4,1,10,-82,Test12418,2018-11-15 18:13:13,3.5948012265387987,56.88285995825112,A0:E6:F8:69:F4:37,1.0,22.9310076031184,60.859592610020634
6,6,1000,588,4,1,10,-70,Test12418,2018-11-15 18:13:14,3.5948012265387987,56.88285995825112,A0:E6:F8:69:93:48,1.0,3.061375522494649,60.48498460495792
7,7,1000,567,4,1,10,-95,Test12418,2018-11-15 18:13:14,3.5948012265387987,56.88285995825112,A0:E6:F8:69:F7:E8,1.0,4.111092087008468,68.50159355129132
8,8,1000,579,4,1,10,-91,Test12418,2018-11-15 18:13:14,3.5948012265387987,56.88285995825112,A0:E6:F8:69:F4:31,1.0,15.657972351110985,68.35175042702785
9,9,1000,588,4,1,10,-71,Test12418,2018-11-15 18:13:14,3.5948012265387987,56.88285995825112,A0:E6:F8:69:93:48,1.0,3.061375522494649,60.48498460495792
10,10,1000,568,4,1,10,-99,Test12418,2018-11-15 18:13:15,3.5948012265387987,56.88285995825112,A0:E6:F8:69:9F:F4,1.0,0.43708479215242496,38.00851285497156
11,11,1000,567,4,1,10,-91,Test12418,2018-11-15 18:13:15,3.5948012265387987,56.88285995825112,A0:E6:F8:69:F7:E8,1.0,4.111092087008468,68.50159355129132
12,12,1000,579,4,1,10,-92,Test12418,2018-11-15 18:13:15,3.5948012265387987,56.88285995825112,A0:E6:F8:69:F4:31,1.0,15.657972351110985,68.35175042702785
13,13,1000,592,4,1,10,-91,Test12418,2018-11-15 18:13:15,3.5948012265387987,56.88285995825112,A0:E6:F8:69:F7:E1,1.0,4.78590982289451,45.72543511536896
14,14,1000,568,4,1,10,-97,Test12418,2018-11-15 18:13:16,3.5948012265387987,56.88285995825112,A0:E6:F8:69:9F:F4,1.0,0.43708479215242496,38.00851285497156
15,15,1000,567,4,1,10,-85,Test12418,2018-11-15 18:13:16,3.5948012265387987,56.88285995825112,A0:E6:F8:69:F7:E8,1.0,4.111092087008468,68.50159355129132
16,16,1000,592,4,1,10,-91,Test12418,2018-11-15 18:13:16,3.5948012265387987,56.88285995825112,A0:E6:F8:69:F7:E1,1.0,4.78590982289451,45.72543511536896
17,17,1000,534,4,1,10,-105,Test12418,2018-11-15 18:13:17,3.5948012265387987,56.88285995825112,A0:E6:F8:69:F1:05,1.0,23.00598596804832,49.39659185422822
18,18,1000,588,4,1,10,-70,Test12418,2018-11-15 18:13:17,3.5948012265387987,56.88285995825112,A0:E6:F8:69:93:48,1.0,3.061375522494649,60.48498460495792
19,19,1000,568,4,1,10,-99,Test12418,2018-11-15 18:13:17,3.5948012265387987,56.88285995825112,A0:E6:F8:69:9F:F4,1.0,0.43708479215242496,38.00851285497156
20,20,1000,567,4,1,10,-92,Test12418,2018-11-15 18:13:17,3.5948012265387987,56.88285995825112,A0:E6:F8:69:F7:E8,1.0,4.111092087008468,68.50159355129132
21,21,1000,579,4,1,10,-92,Test12418,2018-11-15 18:13:18,3.5948012265387987,56.88285995825112,A0:E6:F8:69:F4:31,1.0,15.657972351110985,68.35175042702785
22,22,1000,592,4,1,10,-90,Test12418,2018-11-15 18:13:18,3.5948012265387987,56.88285995825112,A0:E6:F8:69:F7:E1,1.0,4.78590982289451,45.72543511536896
23,23,1000,537,4,1,10,-83,Test12418,2018-11-15 18:13:18,3.5948012265387987,56.88285995825112,A0:E6:F8:69:F4:37,1.0,22.9310076031184,60.859592610020634
24,24,1000,567,4,1,10,-90,Test12418,2018-11-15 18:13:18,3.5948012265387987,56.88285995825112,A0:E6:F8:69:F7:E8,1.0,4.111092087008468,68.50159355129132
25,25,1000,588,4,1,10,-73,Test12418,2018-11-15 18:13:19,3.5948012265387987,56.88285995825112,A0:E6:F8:69:93:48,1.0,3.061375522494649,60.48498460495792
26,26,1000,592,4,1,10,-94,Test12418,2018-11-15 18:13:19,3.5948012265387987,56.88285995825112,A0:E6:F8:69:F7:E1,1.0,4.78590982289451,45.72543511536896
27,27,1000,567,4,1,10,-88,Test12418,2018-11-15 18:13:19,3.5948012265387987,56.88285995825112,A0:E6:F8:69:F7:E8,1.0,4.111092087008468,68.50159355129132
28,28,1000,537,4,1,10,-89,Test12418,2018-11-15 18:13:19,3.5948012265387987,56.88285995825112,A0:E6:F8:69:F4:37,1.0,22.9310076031184,60.859592610020634
29,29,1000,568,4,1,10,-100,Test12418,2018-11-15 18:13:20,3.5948012265387987,56.88285995825112,A0:E6:F8:69:9F:F4,1.0,0.43708479215242496,38.00851285497156
30,30,1000,592,4,1,10,-96,Test12418,2018-11-15 18:13:20,3.5948012265387987,56.88285995825112,A0:E6:F8:69:F7:E1,1.0,4.78590982289451,45.72543511536896
31,31,1000,537,4,1,10,-100,Test12418,2018-11-15 18:13:20,3.5948012265387987,56.88285995825112,A0:E6:F8:69:F4:37,1.0,22.9310076031184,60.859592610020634
32,32,1000,567,4,1,10,-86,Test12418,2018-11-15 18:13:21,3.5948012265387987,56.88285995825112,A0:E6:F8:69:F7:E8,1.0,4.111092087008468,68.50159355129132
33,33,1000,534,4,1,10,-106,Test12418,2018-11-15 18:13:21,3.5948012265387987,56.88285995825112,A0:E6:F8:69:F1:05,1.0,23.00598596804832,49.39659185422822
34,34,1000,584,4,1,10,-95,Test16545,2018-11-15 18:19:01,4.308557968378728,49.75082709494213,A0:E6:F8:69:9B:F1,1.0,14.758214851116396,38.00851285497156
35,35,1000,579,4,1,10,-101,Test16545,2018-11-15 18:19:01,4.308557968378728,49.75082709494213,A0:E6:F8:69:F4:31,1.0,15.657972351110985,68.35175042702785
36,36,1000,592,4,1,10,-69,Test16545,2018-11-15 18:19:01,4.308557968378728,49.75082709494213,A0:E6:F8:69:F7:E1,1.0,4.78590982289451,45.72543511536896
37,37,1000,534,4,1,10,-99,Test16545,2018-11-15 18:19:01,4.308557968378728,49.75082709494213,A0:E6:F8:69:F1:05,1.0,23.00598596804832,49.39659185422822
38,38,1000,533,4,1,10,-98,Test16545,2018-11-15 18:19:02,4.308557968378728,49.75082709494213,A0:E6:F8:69:F1:1D,1.0,22.406148153531788,38.158356368043094
39,39,1000,582,4,1,10,-89,Test16545,2018-11-15 18:19:02,4.308557968378728,49.75082709494213,A0:E6:F8:69:F9:89,1.0,11.908984843052998,23.099117519462727
40,40,1000,588,4,1,10,-96,Test16545,2018-11-15 18:19:02,4.308557968378728,49.75082709494213,A0:E6:F8:69:93:48,1.0,3.061375522494649,60.48498460495792
41,41,1000,584,4,1,10,-93,Test16545,2018-11-15 18:19:03,4.308557968378728,49.75082709494213,A0:E6:F8:69:9B:F1,1.0,14.758214851116396,38.00851285497156
42,42,1000,592,4,1,10,-69,Test16545,2018-11-15 18:19:03,4.308557968378728,49.75082709494213,A0:E6:F8:69:F7:E1,1.0,4.78590982289451,45.72543511536896
43,43,1000,582,4,1,10,-91,Test16545,2018-11-15 18:19:03,4.308557968378728,49.75082709494213,A0:E6:F8:69:F9:89,1.0,11.908984843052998,23.099117519462727
44,44,1000,534,4,1,10,-103,Test16545,2018-11-15 18:19:03,4.308557968378728,49.75082709494213,A0:E6:F8:69:F1:05,1.0,23.00598596804832,49.39659185422822
45,45,1000,533,4,1,10,-97,Test16545,2018-11-15 18:19:04,4.308557968378728,49.75082709494213,A0:E6:F8:69:F1:1D,1.0,22.406148153531788,38.158356368043094
46,46,1000,568,4,1,10,-89,Test16545,2018-11-15 18:19:04,4.308557968378728,49.75082709494213,A0:E6:F8:69:9F:F4,1.0,0.43708479215242496,38.00851285497156
47,47,1000,582,4,1,10,-91,Test16545,2018-11-15 18:19:04,4.308557968378728,49.75082709494213,A0:E6:F8:69:F9:89,1.0,11.908984843052998,23.099117519462727
48,48,1000,588,4,1,10,-91,Test16545,2018-11-15 18:19:04,4.308557968378728,49.75082709494213,A0:E6:F8:69:93:48,1.0,3.061375522494649,60.48498460495792
49,49,1000,592,4,1,10,-73,Test16545,2018-11-15 18:19:05,4.308557968378728,49.75082709494213,A0:E6:F8:69:F7:E1,1.0,4.78590982289451,45.72543511536896
50,50,1000,537,4,1,10,-95,Test16545,2018-11-15 18:19:05,4.308557968378728,49.75082709494213,A0:E6:F8:69:F4:37,1.0,22.9310076031184,60.859592610020634
51,51,1000,534,4,1,10,-100,Test16545,2018-11-15 18:19:05,4.308557968378728,49.75082709494213,A0:E6:F8:69:F1:05,1.0,23.00598596804832,49.39659185422822
52,52,1000,533,4,1,10,-98,Test16545,2018-11-15 18:19:06,4.308557968378728,49.75082709494213,A0:E6:F8:69:F1:1D,1.0,22.406148153531788,38.158356368043094
53,53,1000,568,4,1,10,-90,Test16545,2018-11-15 18:19:06,4.308557968378728,49.75082709494213,A0:E6:F8:69:9F:F4,1.0,0.43708479215242496,38.00851285497156
54,54,1000,582,4,1,10,-91,Test16545,2018-11-15 18:19:06,4.308557968378728,49.75082709494213,A0:E6:F8:69:F9:89,1.0,11.908984843052998,23.099117519462727
55,55,1000,534,4,1,10,-99,Test16545,2018-11-15 18:19:06,4.308557968378728,49.75082709494213,A0:E6:F8:69:F1:05,1.0,23.00598596804832,49.39659185422822
56,56,1000,533,4,1,10,-98,Test16545,2018-11-15 18:19:07,4.308557968378728,49.75082709494213,A0:E6:F8:69:F1:1D,1.0,22.406148153531788,38.158356368043094
57,57,1000,568,4,1,10,-89,Test16545,2018-11-15 18:19:07,4.308557968378728,49.75082709494213,A0:E6:F8:69:9F:F4,1.0,0.43708479215242496,38.00851285497156
58,58,1000,592,4,1,10,-70,Test16545,2018-11-15 18:19:07,4.308557968378728,49.75082709494213,A0:E6:F8:69:F7:E1,1.0,4.78590982289451,45.72543511536896
59,59,1000,584,4,1,10,-94,Test16545,2018-11-15 18:19:08,4.308557968378728,49.75082709494213,A0:E6:F8:69:9B:F1,1.0,14.758214851116396,38.00851285497156
60,60,1000,588,4,1,10,-100,Test16545,2018-11-15 18:19:08,4.308557968378728,49.75082709494213,A0:E6:F8:69:93:48,1.0,3.061375522494649,60.48498460495792
61,61,1000,579,4,1,10,-103,Test16545,2018-11-15 18:19:08,4.308557968378728,49.75082709494213,A0:E6:F8:69:F4:31,1.0,15.657972351110985,68.35175042702785
62,62,1000,533,4,1,10,-98,Test16545,2018-11-15 18:19:08,4.308557968378728,49.75082709494213,A0:E6:F8:69:F1:1D,1.0,22.406148153531788,38.158356368043094
63,63,1000,568,4,1,10,-89,Test16545,2018-11-15 18:19:09,4.308557968378728,49.75082709494213,A0:E6:F8:69:9F:F4,1.0,0.43708479215242496,38.00851285497156
64,64,1000,582,4,1,10,-90,Test16545,2018-11-15 18:19:09,4.308557968378728,49.75082709494213,A0:E6:F8:69:F9:89,1.0,11.908984843052998,23.099117519462727
65,65,1000,588,4,1,10,-95,Test16545,2018-11-15 18:19:09,4.308557968378728,49.75082709494213,A0:E6:F8:69:93:48,1.0,3.061375522494649,60.48498460495792
66,66,1000,579,4,1,10,-95,Test16545,2018-11-15 18:19:09,4.308557968378728,49.75082709494213,A0:E6:F8:69:F4:31,1.0,15.657972351110985,68.35175042702785
67,67,1000,582,4,1,10,-90,Test16545,2018-11-15 18:19:10,4.308557968378728,49.75082709494213,A0:E6:F8:69:F9:89,1.0,11.908984843052998,23.099117519462727
68,68,1000,588,4,1,10,-95,Test16545,2018-11-15 18:19:10,4.308557968378728,49.75082709494213,A0:E6:F8:69:93:48,1.0,3.061375522494649,60.48498460495792
69,69,1000,542,4,1,10,-100,Test16545,2018-11-15 18:19:10,4.308557968378728,49.75082709494213,A0:E6:F8:69:F7:FC,1.0,0.8869632503172951,30.441434107645712
70,70,1000,534,4,1,10,-103,Test16545,2018-11-15 18:19:11,4.308557968378728,49.75082709494213,A0:E6:F8:69:F1:05,1.0,23.00598596804832,49.39659185422822
71,71,1000,592,4,1,10,-69,Test16545,2018-11-15 18:19:11,4.308557968378728,49.75082709494213,A0:E6:F8:69:F7:E1,1.0,4.78590982289451,45.72543511536896
72,72,1000,582,4,1,10,-89,Test16545,2018-11-15 18:19:11,4.308557968378728,49.75082709494213,A0:E6:F8:69:F9:89,1.0,11.908984843052998,23.099117519462727
73,73,1000,588,4,1,10,-95,Test16545,2018-11-15 18:19:11,4.308557968378728,49.75082709494213,A0:E6:F8:69:93:48,1.0,3.061375522494649,60.48498460495792
74,74,1000,537,4,1,10,-108,Test16545,2018-11-15 18:19:12,4.308557968378728,49.75082709494213,A0:E6:F8:69:F4:37,1.0,22.9310076031184,60.859592610020634
75,75,1000,579,4,1,10,-99,Test16545,2018-11-15 18:19:12,4.308557968378728,49.75082709494213,A0:E6:F8:69:F4:31,1.0,15.657972351110985,68.35175042702785
76,76,1000,592,4,1,10,-69,Test16545,2018-11-15 18:19:12,4.308557968378728,49.75082709494213,A0:E6:F8:69:F7:E1,1.0,4.78590982289451,45.72543511536896
77,77,1000,582,4,1,10,-91,Test16545,2018-11-15 18:19:13,4.308557968378728,49.75082709494213,A0:E6:F8:69:F9:89,1.0,11.908984843052998,23.099117519462727
78,78,1000,588,4,1,10,-97,Test16545,2018-11-15 18:19:13,4.308557968378728,49.75082709494213,A0:E6:F8:69:93:48,1.0,3.061375522494649,60.48498460495792
79,79,1000,537,4,1,10,-99,Test16545,2018-11-15 18:19:13,4.308557968378728,49.75082709494213,A0:E6:F8:69:F4:37,1.0,22.9310076031184,60.859592610020634
80,80,1000,534,4,1,10,-100,Test16545,2018-11-15 18:19:13,4.308557968378728,49.75082709494213,A0:E6:F8:69:F1:05,1.0,23.00598596804832,49.39659185422822
81,81,1000,592,4,1,10,-69,Test16545,2018-11-15 18:19:14,4.308557968378728,49.75082709494213,A0:E6:F8:69:F7:E1,1.0,4.78590982289451,45.72543511536896
82,82,1000,582,4,1,10,-90,Test16545,2018-11-15 18:19:14,4.308557968378728,49.75082709494213,A0:E6:F8:69:F9:89,1.0,11.908984843052998,23.099117519462727
83,83,1000,537,4,1,10,-99,Test16545,2018-11-15 18:19:14,4.308557968378728,49.75082709494213,A0:E6:F8:69:F4:37,1.0,22.9310076031184,60.859592610020634
84,84,1000,584,4,1,5,-92,Test70565,2018-11-15 18:19:36,4.308557968378728,49.513092743926755,A0:E6:F8:69:9B:F1,1.0,14.758214851116396,38.00851285497156
85,85,1000,582,4,1,5,-84,Test50294,2018-11-15 18:21:36,7.8773424557981695,41.19239045838931,A0:E6:F8:69:F9:89,1.0,11.908984843052998,23.099117519462727
86,86,1000,536,4,1,5,-103,Test50294,2018-11-15 18:21:36,7.8773424557981695,41.19239045838931,A0:E6:F8:69:9E:7C,1.0,23.080965889417833,30.516355864181477
87,87,1000,582,4,1,5,-89,Test50294,2018-11-15 18:21:37,7.8773424557981695,41.19239045838931,A0:E6:F8:69:F9:89,1.0,11.908984843052998,23.099117519462727
88,88,1000,542,4,1,5,-101,Test50294,2018-11-15 18:21:37,7.8773424557981695,41.19239045838931,A0:E6:F8:69:F7:FC,1.0,0.8869632503172951,30.441434107645712
89,89,1000,592,4,1,5,-91,Test50294,2018-11-15 18:21:37,7.8773424557981695,41.19239045838931,A0:E6:F8:69:F7:E1,1.0,4.78590982289451,45.72543511536896
90,90,1000,542,4,1,5,-101,Test50294,2018-11-15 18:21:37,7.8773424557981695,41.19239045838931,A0:E6:F8:69:F7:FC,1.0,0.8869632503172951,30.441434107645712
91,91,1000,592,4,1,5,-90,Test50294,2018-11-15 18:21:38,7.8773424557981695,41.19239045838931,A0:E6:F8:69:F7:E1,1.0,4.78590982289451,45.72543511536896
92,92,1000,534,4,1,5,-107,Test50294,2018-11-15 18:21:38,7.8773424557981695,41.19239045838931,A0:E6:F8:69:F1:05,1.0,23.00598596804832,49.39659185422822
93,93,1000,582,4,1,5,-84,Test50294,2018-11-15 18:21:38,7.8773424557981695,41.19239045838931,A0:E6:F8:69:F9:89,1.0,11.908984843052998,23.099117519462727
94,94,1000,584,4,1,5,-79,Test50294,2018-11-15 18:21:38,7.8773424557981695,41.19239045838931,A0:E6:F8:69:9B:F1,1.0,14.758214851116396,38.00851285497156
95,95,1000,542,4,1,5,-98,Test50294,2018-11-15 18:21:39,7.8773424557981695,41.19239045838931,A0:E6:F8:69:F7:FC,1.0,0.8869632503172951,30.441434107645712
96,96,1000,568,4,1,10,-96,Test40075,2018-11-15 18:22:04,7.639423541851525,40.7169217563586,A0:E6:F8:69:9F:F4,1.0,0.43708479215242496,38.00851285497156
97,97,1000,582,4,1,10,-96,Test40075,2018-11-15 18:22:04,7.639423541851525,40.7169217563586,A0:E6:F8:69:F9:89,1.0,11.908984843052998,23.099117519462727
98,98,1000,568,4,1,10,-94,Test40075,2018-11-15 18:22:04,7.639423541851525,40.7169217563586,A0:E6:F8:69:9F:F4,1.0,0.43708479215242496,38.00851285497156
99,99,1000,582,4,1,10,-95,Test40075,2018-11-15 18:22:04,7.639423541851525,40.7169217563586,A0:E6:F8:69:F9:89,1.0,11.908984843052998,23.099117519462727
100,100,1000,533,4,1,10,-96,Test40075,2018-11-15 18:22:05,7.639423541851525,40.7169217563586,A0:E6:F8:69:F1:1D,1.0,22.406148153531788,38.158356368043094
101,101,1000,592,4,1,10,-97,Test40075,2018-11-15 18:22:05,7.639423541851525,40.7169217563586,A0:E6:F8:69:F7:E1,1.0,4.78590982289451,45.72543511536896
102,102,1000,584,4,1,10,-83,Test40075,2018-11-15 18:22:05,7.639423541851525,40.7169217563586,A0:E6:F8:69:9B:F1,1.0,14.758214851116396,38.00851285497156
103,103,1000,592,4,1,10,-93,Test40075,2018-11-15 18:22:05,7.639423541851525,40.7169217563586,A0:E6:F8:69:F7:E1,1.0,4.78590982289451,45.72543511536896
104,104,1000,568,4,1,10,-92,Test40075,2018-11-15 18:22:05,7.639423541851525,40.7169217563586,A0:E6:F8:69:9F:F4,1.0,0.43708479215242496,38.00851285497156
105,105,1000,568,4,1,10,-96,Test40075,2018-11-15 18:22:05,7.639423541851525,40.7169217563586,A0:E6:F8:69:9F:F4,1.0,0.43708479215242496,38.00851285497156
106,106,1000,568,4,1,10,-91,Test40075,2018-11-15 18:22:06,7.639423541851525,40.7169217563586,A0:E6:F8:69:9F:F4,1.0,0.43708479215242496,38.00851285497156
107,107,1000,584,4,1,5,-77,Test79839,2018-11-15 18:22:15,5.260234013275198,37.388637731679204,A0:E6:F8:69:9B:F1,1.0,14.758214851116396,38.00851285497156
108,108,1000,568,4,1,5,-83,Test79839,2018-11-15 18:22:15,5.260234013275198,37.388637731679204,A0:E6:F8:69:9F:F4,1.0,0.43708479215242496,38.00851285497156
109,109,1000,582,4,1,5,-85,Test79839,2018-11-15 18:22:16,5.260234013275198,37.388637731679204,A0:E6:F8:69:F9:89,1.0,11.908984843052998,23.099117519462727
110,110,1000,592,4,1,5,-84,Test79839,2018-11-15 18:22:16,5.260234013275198,37.388637731679204,A0:E6:F8:69:F7:E1,1.0,4.78590982289451,45.72543511536896
111,111,1000,568,4,1,5,-85,Test79839,2018-11-15 18:22:16,5.260234013275198,37.388637731679204,A0:E6:F8:69:9F:F4,1.0,0.43708479215242496,38.00851285497156
112,112,1000,584,4,1,5,-79,Test79839,2018-11-15 18:22:16,5.260234013275198,37.388637731679204,A0:E6:F8:69:9B:F1,1.0,14.758214851116396,38.00851285497156
113,113,1000,542,4,1,5,-84,Test79839,2018-11-15 18:22:17,5.260234013275198,37.388637731679204,A0:E6:F8:69:F7:FC,1.0,0.8869632503172951,30.441434107645712
114,114,1000,542,4,1,5,-95,Test79839,2018-11-15 18:22:17,5.260234013275198,37.388637731679204,A0:E6:F8:69:F7:FC,1.0,0.8869632503172951,30.441434107645712
115,115,1000,568,4,1,5,-84,Test79839,2018-11-15 18:22:17,5.260234013275198,37.388637731679204,A0:E6:F8:69:9F:F4,1.0,0.43708479215242496,38.00851285497156
116,116,1000,582,4,1,5,-82,Test79839,2018-11-15 18:22:18,5.260234013275198,37.388637731679204,A0:E6:F8:69:F9:89,1.0,11.908984843052998,23.099117519462727
117,117,1000,568,4,1,5,-84,Test79839,2018-11-15 18:22:18,5.260234013275198,37.388637731679204,A0:E6:F8:69:9F:F4,1.0,0.43708479215242496,38.00851285497156
118,118,1000,584,4,1,5,-76,Test84117,2018-11-15 18:22:58,5.260234013275198,31.44528051152751,A0:E6:F8:69:9B:F1,1.0,14.758214851116396,38.00851285497156
119,119,1000,542,4,1,5,-79,Test84117,2018-11-15 18:22:58,5.260234013275198,31.44528051152751,A0:E6:F8:69:F7:FC,1.0,0.8869632503172951,30.441434107645712
120,120,1000,592,4,1,5,-93,Test84117,2018-11-15 18:22:58,5.260234013275198,31.44528051152751,A0:E6:F8:69:F7:E1,1.0,4.78590982289451,45.72543511536896
121,121,1000,582,4,1,5,-85,Test84117,2018-11-15 18:22:59,5.260234013275198,31.44528051152751,A0:E6:F8:69:F9:89,1.0,11.908984843052998,23.099117519462727
122,122,1000,536,4,1,5,-95,Test84117,2018-11-15 18:22:59,5.260234013275198,31.44528051152751,A0:E6:F8:69:9E:7C,1.0,23.080965889417833,30.516355864181477
123,123,1000,568,4,1,5,-93,Test84117,2018-11-15 18:22:59,5.260234013275198,31.44528051152751,A0:E6:F8:69:9F:F4,1.0,0.43708479215242496,38.00851285497156
124,124,1000,533,4,1,5,-103,Test84117,2018-11-15 18:22:59,5.260234013275198,31.44528051152751,A0:E6:F8:69:F1:1D,1.0,22.406148153531788,38.158356368043094
125,125,1000,584,4,1,5,-77,Test84117,2018-11-15 18:23:00,5.260234013275198,31.44528051152751,A0:E6:F8:69:9B:F1,1.0,14.758214851116396,38.00851285497156
