major,minor,rssi,testid,t_floor,t_x,t_y,bt_floor,bt_x,bt_Y,deployid,watt,proximity
101,170,-57.8442964939,314,2,27.7512466929,52.9957577633,2,28.3516883481,50.5857000951,41,1.64274574364e-06,3
101,166,-60.49609566,314,2,27.7512466929,52.9957577633,2,24.4408774887,53.4428297631,40,8.9205253969e-07,7
101,181,-62.5890368971,314,2,27.7512466929,52.9957577633,2,25.9957380122,37.1919604126,58,5.50929858521e-07,7
101,195,-63.1980288176,314,2,27.7512466929,52.9957577633,2,28.2514109496,43.2173130662,42,4.7884738299e-07,7
101,182,-73.2902231829,314,2,27.7512466929,52.9957577633,1,27.9288969593,51.3350420929,22,4.68789290559e-08,15
101,116,-73.3626423506,314,2,27.7512466929,52.9957577633,1,25.0733447227,65.330325374,36,4.6103698338e-08,15
101,125,-73.4185457087,314,2,27.7512466929,52.9957577633,1,28.0346166835,43.2672430536,23,4.55140444303e-08,15
101,145,-75.1943726131,314,2,27.7512466929,52.9957577633,2,28.0508562441,35.899050609,43,3.02386737037e-08,15
101,148,-75.7426430633,314,2,27.7512466929,52.9957577633,2,28.2520373136,15.4843176138,45,2.6652361406e-08,15
101,175,-76.9551333189,314,2,27.7512466929,52.9957577633,2,11.0037002414,53.292252411,54,2.01598208346e-08,15
101,156,-77.9027561069,314,2,27.7512466929,52.9957577633,2,24.3411640007,31.8285761878,56,1.62078119549e-08,15
101,192,-79.6437556687,314,2,27.7512466929,52.9957577633,1,27.7174560478,59.1562272772,21,1.08548651637e-08,15
101,163,-80.7502307964,314,2,27.7512466929,52.9957577633,2,28.2012726619,22.9166535704,44,8.41350428708e-09,15
101,178,-82.6211003684,314,2,27.7512466929,52.9957577633,1,24.0513826947,59.7991270833,37,5.46877383467e-09,15
101,202,-84.7942805773,314,2,27.7512466929,52.9957577633,2,7.59427545994,50.3348724107,53,3.31567490478e-09,15
101,205,-85.5413508997,314,2,27.7512466929,52.9957577633,1,26.0969946416,37.018767846,39,2.79167533835e-09,15
101,152,-88.8623724452,314,2,27.7512466929,52.9957577633,2,24.5919195389,12.6271879458,46,1.29945952095e-09,15
101,167,-90.689636301,314,2,27.7512466929,52.9957577633,1,23.1016394277,24.4784397593,25,8.53171559689e-10,15
101,121,-90.8858739287,314,2,27.7512466929,52.9957577633,1,7.34823813414,47.4912410236,33,8.1547867224e-10,15
101,138,-90.8858739287,314,2,27.7512466929,52.9957577633,2,18.5752876093,15.4843176138,47,8.1547867224e-10,15
101,201,-91.0,314,2,27.7512466929,52.9957577633,1,22.8197192182,15.8821826423,26,7.94328234724e-10,15
101,160,-91.3516488033,314,2,27.7512466929,52.9957577633,1,27.8590484144,28.7765687751,24,7.32546368378e-10,15
101,155,-91.561043954,314,2,27.7512466929,52.9957577633,2,7.74469114617,43.1168603772,52,6.98064583632e-10,15
101,187,-92.395965825,314,2,27.7512466929,52.9957577633,1,11.3297194926,60.0105103876,38,5.75974713632e-10,15
101,126,-94.4712810462,314,2,27.7512466929,52.9957577633,2,11.1045730971,31.92882652,57,3.57167468285e-10,15
101,193,-94.5541368933,314,2,27.7512466929,52.9957577633,1,10.3077574646,65.330325374,35,3.50417922621e-10,15
101,119,-94.7717478574,314,2,27.7512466929,52.9957577633,2,9.60041468039,37.2922101962,59,3.33292249289e-10,15
101,158,-95.7545048312,314,2,27.7512466929,52.9957577633,1,7.27711189817,59.4115905683,34,2.65796658521e-10,15
101,115,-96.3351090176,314,2,27.7512466929,52.9957577633,2,7.59493346216,36.386477457,51,2.32535411358e-10,15
