major,minor,rssi,testid,t_floor,t_x,t_y,bt_floor,bt_x,bt_Y,deployid,watt,proximity
101,149,-45.4138431386,343,0,8.37005020056,42.075345186,0,9.58002374392,41.0512763804,16,2.87485328694e-05,3
101,184,-51.7583379209,343,0,8.37005020056,42.075345186,0,8.68704761585,43.0308200034,18,6.67062010234e-06,3
101,196,-61.449854685,343,0,8.37005020056,42.075345186,0,7.67759649968,37.6355936285,17,7.1616737279e-07,7
101,139,-64.3491752376,343,0,8.37005020056,42.075345186,0,7.71642155667,30.416081979,14,3.67352057172e-07,7
101,146,-67.722620353,343,0,8.37005020056,42.075345186,0,9.42472360737,32.3956255105,15,1.68942129723e-07,7
101,197,-67.7695005939,343,0,8.37005020056,42.075345186,0,9.02954197705,21.6862928396,8,1.67128278827e-07,7
101,186,-77.9648009769,343,0,8.37005020056,42.075345186,0,8.22114748052,26.6898825301,11,1.59779074896e-08,15
101,179,-84.3795869516,343,0,8.37005020056,42.075345186,0,13.2226465783,22.6178422904,7,3.64788639561e-09,15
101,122,-91.3592069728,343,0,8.37005020056,42.075345186,1,6.08068802502,33.1099279758,30,7.31272602587e-10,15
101,143,-92.4712810462,343,0,8.37005020056,42.075345186,0,18.2699028907,24.7526442618,6,5.66072289054e-10,15
101,183,-92.8866925697,343,0,8.37005020056,42.075345186,1,7.455050292,42.9744854671,32,5.1443527781e-10,15
101,126,-93.0,343,0,8.37005020056,42.075345186,2,11.1045730971,31.92882652,57,5.01187233627e-10,15
101,168,-93.816989476,343,0,8.37005020056,42.075345186,1,9.71041452799,37.0909813036,31,4.15241787989e-10,15
101,121,-95.4830460439,343,0,8.37005020056,42.075345186,1,7.34823813414,47.4912410236,33,2.82940681734e-10,15
101,188,-95.5548953255,343,0,8.37005020056,42.075345186,0,27.822657033,26.8867671999,3,2.782982449e-10,15
101,118,-99.4712810462,343,0,8.37005020056,42.075345186,0,26.1194933615,37.0533749589,19,1.1294627059e-10,15
101,141,-100.0,343,0,8.37005020056,42.075345186,0,22.392288987,35.1902750515,20,1e-10,15
