testid,duration,top_n_beacons,algorithm,building,floor_true,x_true,y_true,floor_est,x_est,y_est,error,floor_error
"Test85276",5,3,1,"AM",1,16.44242569253671,14.328404127957462,1,17.607534281426798,30.437366941612822,16.151042101227915,0
"Test44416",5,3,1,"AM",1,12.635721512950822,13.37746672389604,1,20.648825846546444,16.023406256990366,8.438651377671693,0
"Test96786",5,3,1,"SB",1,0.841197,33.400914,1,8.089916242165863,34.926939134263066,7.407609827882962,0
"Test23667",5,3,1,"SB",1,15.864222,17.811294,1,17.577880862106525,20.140643719573013,2.8917981969271485,0
"Test54312",5,3,1,"AM",1,3.441853,57.477196,1,10.920236840368835,37.48896998954254,21.341401170237578,0
"Test67455",5,3,1,"AM",1,3.936385,57.477196,1,16.043148462565153,64.49796795221623,13.99517632413142,0
"FAKE_TEST",5,3,1,"Building",1,1234.0,1234.0,1,21.843381134525455,16.468721593079707,1718.0529917783585,0
"FAKE_TEST_2",5,3,1,"SB",1,0.0,0.0,1,21.843381134525455,16.468721593079707,27.35602475321501,0
"FAKE_TEST_3",5,3,1,"SB",1,0.0,0.0,1,21.8433810829803,16.468721632375985,27.356024735713895,0
"Test37317",3,3,1,"SB",1,15.6973,18.69581,1,8.865208947892542,20.454136073770755,7.054727402670415,0
"Test30680",5,3,1,"SB",1,15.6973,18.69581,1,17.0162369154171,15.620176546766004,3.3465079897561965,0
"Test3673",10,3,1,"SB",1,15.6973,18.69581,1,17.577880823655487,20.140643788584377,2.3715245963168567,0
"Test97265",10,3,1,"SB",1,12.859617,8.579143,1,15.456887912069227,13.705075813952634,5.746390467401017,0
"Test5444",5,3,1,"SB",1,12.859617,8.579143,1,17.016236833224713,15.620176479775871,8.176407579205048,0
"Test57831",3,3,1,"SB",1,12.859617,8.579143,1,15.456887912069227,13.705075813952634,5.746390467401017,0
"Test48762",2,3,1,"SB",1,4.680414,8.579143,1,17.016236833224713,15.620176479775871,14.203826154808885,0
"Test62912",3,3,1,"SB",1,4.680414,8.579143,1,17.016236802887477,15.620176412249915,14.20382609498787,0
"Test43488",2,3,1,"SB",1,4.012724,0.618484,1,18.756476941914986,17.747773096078934,22.600681311617034,0
"Test82603",3,3,1,"SB",1,4.012724,0.618484,1,17.016236802887477,15.620176412249915,19.853012880835372,0
"Test11881",5,3,1,"SB",1,4.012724,0.618484,1,17.016236833224713,15.620176479775871,19.853012951731124,0
"Test50448",10,3,1,"SB",1,4.012724,0.618484,1,17.016236833224713,15.620176479775871,19.853012951731124,0
"Test56319",10,3,1,"SB",1,28.717257,9.90592,1,23.613883686042954,14.806059251768012,7.07501122743466,0
"Test12599",5,3,1,"SB",1,28.717257,9.90592,1,21.843381155654917,16.46872157822057,9.503711573830785,0
"Test81912",3,3,1,"SB",1,28.717257,9.90592,1,23.61388369301819,14.806059251233673,7.075011222033173,0
"Test62385",2,3,1,"SB",1,28.717257,9.90592,1,22.947244995179183,17.641583661951227,9.650571528495554,0
"Test94942",2,3,1,"SB",1,27.548798,34.119584,1,19.992734799995663,18.17677639138315,17.642766379676154,0
"Test12935",3,3,1,"SB",1,27.548798,34.119584,1,29.317200473822297,26.329932797613733,7.987860362090632,0
"Test57257",5,3,1,"SB",1,27.548798,34.119584,1,20.569332541396545,25.46025246956465,11.121913533283319,0
"Test8527",10,3,1,"SB",1,27.548798,34.119584,1,29.31720043845507,26.32993279730298,7.987860354563856,0
"Test13139",10,3,1,"SB",1,28.550332,53.800097,1,27.692791161709017,55.14576851816232,1.5956842181741613,0
"Test13177",5,3,1,"SB",1,28.550332,53.800097,1,19.827595881883322,52.41477943903247,8.832056959226556,0
"Test52854",3,3,1,"SB",1,28.550332,53.800097,1,27.714105583984356,37.763865253763825,16.058019904017907,0
"Test79360",2,3,1,"SB",1,28.550332,53.800097,1,29.51073215616405,40.5627620894455,13.272128841830344,0
"Test37077",2,3,1,"SB",1,24.210347,54.795178,1,27.71570864521138,55.13426091252381,3.5217236526003375,0
"Test13666",3,3,1,"SB",1,24.210347,54.795178,1,15.758357169344315,55.79443297389633,8.510854398963929,0
"Test52481",5,3,1,"SB",1,24.210347,54.795178,1,27.692791161709017,55.14576851816232,3.5000472926585657,0
"Test30022",10,3,1,"SB",1,24.210347,54.795178,1,27.692791173666425,55.14576851662943,3.500047304402289,0
"Test37479",10,3,1,"SB",1,18.534983,49.156381,1,20.229268205932758,45.46919323501239,4.057826508528544,0
"Test68842",5,3,1,"SB",1,18.534983,49.156381,1,16.264304234715986,51.74875212612536,3.4462109788404116,0
"Test53054",3,3,1,"SB",1,18.534983,49.156381,1,29.51073216831124,40.562762085796415,13.939776032929744,0
"Test67831",2,3,1,"SB",1,18.534983,49.156381,1,15.758357103360826,55.79443296680832,7.195372490978844,0
"Test7174",2,3,1,"SB",1,18.368059,56.287802,1,18.57091918113437,43.46885902077284,12.820548013161028,0
"Test17244",3,3,1,"SB",1,18.368059,56.287802,1,16.264304274500496,51.74875194817442,5.002875105180945,0
"Test21017",5,3,1,"SB",1,18.368059,56.287802,1,16.565713817380278,49.54050300438098,6.983873702580391,0
"Test87030",10,3,1,"SB",1,18.368059,56.287802,1,16.565713817380278,49.54050300438098,6.983873702580391,0
"Test6781",10,3,1,"SB",1,17.867292,43.020041,1,16.565713817380278,49.54050300438098,6.6490999778953315,0
"Test53151",5,3,1,"SB",1,17.867292,43.020041,1,16.565713817380278,49.54050300438098,6.6490999778953315,0
"Test39878",3,3,1,"SB",1,17.867292,43.020041,1,18.63349782449524,47.82694050612136,4.867581969257448,0
"Test30871",2,3,1,"SB",1,17.867292,43.020041,1,7.33792308252054,39.49741841687927,11.102994175603927,0
"Test27356",2,3,1,"SB",1,10.355779,62.313577,1,8.012165108742142,43.10022118726109,19.35576316393143,0
"Test57000",3,3,1,"SB",1,10.355779,62.313577,1,9.135032666207355,25.416025164658098,36.91774035681505,0
"Test66766",5,3,1,"SB",1,10.355779,62.313577,1,15.75835715104411,55.79443297000281,8.466822872954603,0
"Test23777",10,3,1,"SB",1,10.355779,62.313577,1,15.288809997451146,47.906188221504856,15.228514249148594,0
"Test86285",10,3,1,"SB",1,9.0204,43.572864,1,8.089916017380345,34.92693986724024,8.69584984641233,0
"Test70090",5,3,1,"SB",1,9.0204,43.572864,1,7.50759336440565,46.49381443877988,3.289458220209925,0
"Test3998",3,3,1,"SB",1,9.0204,43.572864,1,18.633437605976813,56.05661702656084,15.75609664993495,0
"Test18232",2,3,1,"SB",1,9.0204,43.572864,1,14.916814878482905,47.355019221415134,7.00516998637951,0
"Test96255",2,3,1,"SB",1,13.193462,30.636797,1,17.102907144182183,34.90892252564437,5.790925473724543,0
"Test70001",3,3,1,"SB",1,13.193462,30.636797,1,17.619921251644907,33.964222093501846,5.537625778195792,0
"Test73394",5,3,1,"SB",1,13.193462,30.636797,1,17.2573866845286,29.60878103196968,4.191932808627329,0
"Test18722",10,3,1,"SB",1,13.193462,30.636797,1,17.392741088547556,21.163134817190798,10.362635765938222,0
"Test78829",10,3,1,"SB",1,13.360384,38.708017,1,8.089916242165863,34.926939134263066,6.486476717998373,0
"Test35814",5,3,1,"SB",1,13.360384,38.708017,1,8.089916242165863,34.926939134263066,6.486476717998373,0
"Test79905",3,3,1,"SB",1,13.360384,38.708017,1,8.089916242165863,34.926939134263066,6.486476717998373,0
"Test81865",2,3,1,"SB",1,13.360384,38.708017,1,17.450377462821475,26.296948889804813,13.067618687497209,0
"Test77046",2,3,1,"SB",1,4.34657,33.732607,1,8.08991592333906,34.9269402162975,3.92925826757808,0
"Test12112",3,3,1,"SB",1,4.34657,33.732607,1,17.39274110113871,21.16313482155686,18.116131243862277,0
"Test86088",5,3,1,"SB",1,4.34657,33.732607,1,16.167717947061675,18.673032641412973,19.144981552567042,0
"Test60907",10,3,1,"SB",1,4.34657,33.732607,1,8.08991592333906,34.9269402162975,3.92925826757808,0
"Test6310",10,3,1,"SB",1,7.017329,22.344446,1,17.577880862106525,20.140643719573013,10.788048948881201,0
"Test15800",5,3,1,"SB",1,7.017329,22.344446,1,8.865209017435669,20.45413608805206,2.6434697127159756,0
"Test35577",3,3,1,"SB",1,7.017329,22.344446,1,9.135032854720134,25.416025051326304,3.7308534526088133,0
"Test121",2,3,1,"SB",1,7.017329,22.344446,1,9.13503266187759,25.416025231940502,3.730853491845793,0
"Test61358",2,3,1,"SB",1,13.69423,19.690895,1,19.868868652819124,8.293218963223024,12.962761339012923,0
"Test77857",3,3,1,"SB",1,13.69423,19.690895,1,16.167718001730794,18.67303264309116,2.6747311401930136,0
"Test88279",5,3,1,"SB",1,13.69423,19.690895,1,17.577880967653062,20.140643672124895,3.909605952859019,0
"Test36167",10,3,1,"SB",1,13.69423,19.690895,1,17.577880848396553,20.140643711202856,3.909605838889632,0
"Test12418",10,3,2,"AM",1,3.594801226538799,56.88285995825111,1,12.511448514162426,63.05869307268919,10.846543850889818,0
"Test16545",10,3,2,"AM",1,4.308557968378728,49.750827094942125,1,7.903314656655043,39.03082624188937,11.306665907214162,0
"Test70565",5,3,2,"AM",1,4.308557968378728,49.51309274392676,1,6.658794198788213,34.08430782762657,15.6067618144246,0
"Test50294",5,3,2,"AM",1,7.877342455798169,41.19239045838931,1,7.305241762399525,34.03053717082323,7.184667126318957,0
"Test40075",10,3,2,"AM",1,7.639423541851525,40.716921756358595,1,7.481818512568027,36.31743188607993,4.402311945323733,0
"Test79839",5,3,2,"AM",1,5.260234013275198,37.3886377316792,1,7.827969586169615,31.840275649775595,6.113721269751597,0
"Test84117",5,3,2,"AM",1,5.260234013275198,31.445280511527507,1,9.422975878092629,31.38109454737718,4.163236682089742,0
"Test8205",10,3,2,"AM",1,5.260234013275198,31.68301330731065,1,9.422975873835025,31.38109454702899,4.17367640521724,0
"Test70869",10,3,2,"AM",1,1.6914495258557574,62.58848554904381,1,10.993053252511983,61.61259579062674,9.352656986564208,0
"Test79992",10,3,2,"AM",1,1.2156115034075219,66.39223574850158,1,4.1066156331112555,59.50159466454914,7.4725390213646445,0
"Test37993",5,3,2,"AM",1,9.304855939478026,59.497938597036125,1,12.985640685724379,59.918927475579466,3.7047817727980967,0
"Test34350",5,3,2,"AM",1,0.26393565306600075,11.951057507339483,1,7.827079484979593,12.399533585457267,7.57642893551154,0
"Test66732",5,3,2,"AM",1,6.687747886064955,9.335978090938358,1,7.827079484979593,12.399533585457267,3.2685545368377102,0
"Test67062",5,3,2,"AM",1,6.449828972118311,15.517074327802032,1,13.24039708681954,11.830904195210287,7.726555867060591,0
"Test92679",5,3,2,"AM",1,14.06323499663068,9.573717107650348,1,11.303290368207586,11.250029375381974,3.2291356693253133,0
"Test85276",5,3,2,"AM",1,16.44242569253671,14.328404127957462,1,14.683211971323926,32.24080485918832,17.9985814127976,0
"Test44416",5,3,2,"AM",1,12.635721512950822,13.37746672389604,1,20.732705834170122,16.137464264788782,8.554457406744461,0
"Test96786",5,3,2,"SB",1,0.841197,33.400914,1,14.122357075903453,35.41401944076547,13.432862929301832,0
"Test23667",5,3,2,"SB",1,15.864222,17.811294,1,17.64023290560068,20.059223676657204,2.8648564655159796,0
"Test54312",5,3,2,"AM",1,3.441853,57.477196,1,6.658794198788213,34.08430782762657,23.613045710404023,0
"Test67455",5,3,2,"AM",1,3.936385,57.477196,1,8.896897422647578,74.29210949123461,17.531343337375624,0
"FAKE_TEST",5,3,2,"Building",1,1234.0,1234.0,1,21.65049138880962,16.637547595124623,1718.0694606316144,0
"FAKE_TEST_2",5,3,2,"SB",1,0.0,0.0,1,21.65049138880962,16.637547595124623,27.304793853039005,0
"FAKE_TEST_3",5,3,2,"SB",1,0.0,0.0,1,21.65049138877976,16.637547629376915,27.304793873886172,0
"Test37317",3,3,2,"SB",1,15.6973,18.69581,1,8.87271968586644,19.356536361540453,6.856490048770859,0
"Test30680",5,3,2,"SB",1,15.6973,18.69581,1,17.199327232364265,15.842635280876282,3.2243901415012686,0
"Test3673",10,3,2,"SB",1,15.6973,18.69581,1,17.640232856652368,20.0592236309596,2.3735805894356665,0
"Test97265",10,3,2,"SB",1,12.859617,8.579143,1,14.625430270719008,12.670317398999634,4.455985241231996,0
"Test5444",5,3,2,"SB",1,12.859617,8.579143,1,17.199327236707852,15.842635253400124,8.461170406852146,0
"Test57831",3,3,2,"SB",1,12.859617,8.579143,1,14.625430270719008,12.670317398999634,4.455985241231996,0
"Test48762",2,3,2,"SB",1,4.680414,8.579143,1,17.199327236707852,15.842635253400124,14.473476028356929,0
"Test62912",3,3,2,"SB",1,4.680414,8.579143,1,17.199327245385174,15.842635284746112,14.473476051593364,0
"Test43488",2,3,2,"SB",1,4.012724,0.618484,1,18.756954793752076,17.74848521071116,22.6015327617043,0
"Test82603",3,3,2,"SB",1,4.012724,0.618484,1,17.199327245385174,15.842635284746112,20.14103491611192,0
"Test11881",5,3,2,"SB",1,4.012724,0.618484,1,17.199327236707852,15.842635253400124,20.14103488673704,0
"Test50448",10,3,2,"SB",1,4.012724,0.618484,1,17.199327236707852,15.842635253400124,20.14103488673704,0
"Test56319",10,3,2,"SB",1,28.717257,9.90592,1,24.583053789735956,13.831176075372861,5.700813226287025,0
"Test12599",5,3,2,"SB",1,28.717257,9.90592,1,21.650491412878015,16.637547616222086,9.759814866421156,0
"Test81912",3,3,2,"SB",1,28.717257,9.90592,1,24.583053773310326,13.831176033714463,5.700813209515211,0
"Test62385",2,3,2,"SB",1,28.717257,9.90592,1,24.339635675848232,16.19930483652094,7.666176436674283,0
"Test94942",2,3,2,"SB",1,27.548798,34.119584,1,19.99218553024538,18.177343700190654,17.642488990925184,0
"Test12935",3,3,2,"SB",1,27.548798,34.119584,1,27.57773159608156,24.424971317294588,9.694655858804628,0
"Test57257",5,3,2,"SB",1,27.548798,34.119584,1,20.408639887989132,25.574073913005357,11.135869993468937,0
"Test8527",10,3,2,"SB",1,27.548798,34.119584,1,27.577731245605094,24.424971427085453,9.694655747968266,0
"Test13139",10,3,2,"SB",1,28.550332,53.800097,1,23.806433277061867,55.38753105321298,5.002451595647303,0
"Test13177",5,3,2,"SB",1,28.550332,53.800097,1,19.46823719132577,52.20353695955988,9.221358363954716,0
"Test52854",3,3,2,"SB",1,28.550332,53.800097,1,27.672603528218442,37.8175926171356,16.006587819346624,0
"Test79360",2,3,2,"SB",1,28.550332,53.800097,1,25.48351589309776,39.300969995921896,14.81992054344226,0
"Test37077",2,3,2,"SB",1,24.210347,54.795178,1,27.714298896320862,55.134453403846514,3.5203390023385235,0
"Test13666",3,3,2,"SB",1,24.210347,54.795178,1,16.28948071005707,55.42145484108224,7.94558654001265,0
"Test52481",5,3,2,"SB",1,24.210347,54.795178,1,23.806433277061867,55.38753105321298,0.7169577639083654,0
"Test30022",10,3,2,"SB",1,24.210347,54.795178,1,23.806433292919706,55.38753105337177,0.7169577551056961,0
"Test37479",10,3,2,"SB",1,18.534983,49.156381,1,20.406344999256394,45.60772385475321,4.011852847098457,0
"Test68842",5,3,2,"SB",1,18.534983,49.156381,1,16.343062913706547,51.72750107487618,3.378634650880142,0
"Test53054",3,3,2,"SB",1,18.534983,49.156381,1,25.48351590109566,39.30096998853612,12.05865812113821,0
"Test67831",2,3,2,"SB",1,18.534983,49.156381,1,16.289480710031416,55.42145484115392,6.6553310037416775,0
"Test7174",2,3,2,"SB",1,18.368059,56.287802,1,18.57095586017027,43.469812696377474,12.819595037427993,0
"Test17244",3,3,2,"SB",1,18.368059,56.287802,1,16.34306291387462,51.727501067199086,4.9896847341819095,0
"Test21017",5,3,2,"SB",1,18.368059,56.287802,1,16.697801014851162,49.710594408603534,6.785972401747354,0
"Test87030",10,3,2,"SB",1,18.368059,56.287802,1,16.697801014851162,49.710594408603534,6.785972401747354,0
"Test6781",10,3,2,"SB",1,17.867292,43.020041,1,16.697801014851162,49.710594408603534,6.791996324919557,0
"Test53151",5,3,2,"SB",1,17.867292,43.020041,1,16.697801014851162,49.710594408603534,6.791996324919557,0
"Test39878",3,3,2,"SB",1,17.867292,43.020041,1,18.63289363614248,47.82872958068108,4.869253713993208,0
"Test30871",2,3,2,"SB",1,17.867292,43.020041,1,2.7849066105234073,35.846253129984824,16.701544283109687,0
"Test27356",2,3,2,"SB",1,10.355779,62.313577,1,3.330723970203585,42.75474833122141,20.782184126465232,0
"Test57000",3,3,2,"SB",1,10.355779,62.313577,1,12.910737889204334,24.92071975577766,37.480042526821066,0
"Test66766",5,3,2,"SB",1,10.355779,62.313577,1,16.28948071618967,55.42145482406705,9.094512859119998,0
"Test23777",10,3,2,"SB",1,10.355779,62.313577,1,14.931222182094961,48.77084035933358,14.294768134916636,0
"Test86285",10,3,2,"SB",1,9.0204,43.572864,1,14.12235707740082,35.4140194397381,9.6227184609213,0
"Test70090",5,3,2,"SB",1,9.0204,43.572864,1,4.5670443011638975,47.95638266958951,6.248808919065757,0
"Test3998",3,3,2,"SB",1,9.0204,43.572864,1,18.632407243131546,56.05452060197914,15.753806992969755,0
"Test18232",2,3,2,"SB",1,9.0204,43.572864,1,14.910271657001388,47.55191801088969,7.107985576626166,0
"Test96255",2,3,2,"SB",1,13.193462,30.636797,1,17.407513396184523,35.127004394522466,6.157937285772642,0
"Test70001",3,3,2,"SB",1,13.193462,30.636797,1,17.09925265014433,33.501720399714934,4.8438607214688805,0
"Test73394",5,3,2,"SB",1,13.193462,30.636797,1,17.69623330286043,29.833680103768522,4.57383276420071,0
"Test18722",10,3,2,"SB",1,13.193462,30.636797,1,17.40221815514375,21.2906473330777,10.250080095783263,0
"Test78829",10,3,2,"SB",1,13.360384,38.708017,1,14.122357075903453,35.41401944076547,3.380979575307249,0
"Test35814",5,3,2,"SB",1,13.360384,38.708017,1,14.122357075903453,35.41401944076547,3.380979575307249,0
"Test79905",3,3,2,"SB",1,13.360384,38.708017,1,14.122357075903453,35.41401944076547,3.380979575307249,0
"Test81865",2,3,2,"SB",1,13.360384,38.708017,1,17.01129468728255,26.72126344164243,12.530419375077265,0
"Test77046",2,3,2,"SB",1,4.34657,33.732607,1,14.122357080305859,35.414019440561475,9.919332680919107,0
"Test12112",3,3,2,"SB",1,4.34657,33.732607,1,17.402218139766376,21.290647361826576,18.03475278420311,0
"Test86088",5,3,2,"SB",1,4.34657,33.732607,1,16.157063530253502,18.41296808200428,19.343709416911974,0
"Test60907",10,3,2,"SB",1,4.34657,33.732607,1,14.122357080305859,35.414019440561475,9.919332680919107,0
"Test6310",10,3,2,"SB",1,7.017329,22.344446,1,17.64023290560068,20.059223676657204,10.86592510809505,0
"Test15800",5,3,2,"SB",1,7.017329,22.344446,1,8.87271977967848,19.356536368031488,3.517112297628003,0
"Test35577",3,3,2,"SB",1,7.017329,22.344446,1,12.9107382280575,24.920719780788964,6.431909430560567,0
"Test121",2,3,2,"SB",1,7.017329,22.344446,1,12.910737949004158,24.920719701984137,6.431909143305535,0
"Test61358",2,3,2,"SB",1,13.69423,19.690895,1,19.86856640383316,8.292810188927023,12.962976795015562,0
"Test77857",3,3,2,"SB",1,13.69423,19.690895,1,16.157063465158863,18.412968080722884,2.7746433803499,0
"Test88279",5,3,2,"SB",1,13.69423,19.690895,1,17.64023285465315,20.059223634918634,3.9631558778619635,0
"Test36167",10,3,2,"SB",1,13.69423,19.690895,1,17.64023288672904,20.05922362301081,3.9631559086923356,0
"Test12418",10,3,3,"AM",1,3.594801226538799,56.88285995825111,1,10.03449259418206,63.282049626785984,9.078505015936413,0
"Test16545",10,3,3,"AM",1,4.308557968378728,49.750827094942125,1,4.906084382954394,44.41135096451318,5.372805892970272,0
"Test70565",5,3,3,"AM",1,4.308557968378728,49.51309274392676,1,14.758215294339507,38.00851273401269,15.541901409882906,0
"Test50294",5,3,3,"AM",1,7.877342455798169,41.19239045838931,1,10.48649497122077,35.61117254050648,6.160979653888857,0
"Test40075",10,3,3,"AM",1,7.639423541851525,40.716921756358595,1,6.660994723543265,40.582625637663114,0.9876023491227477,0
"Test79839",5,3,3,"AM",1,5.260234013275198,37.3886377316792,1,9.034755200613361,33.03872109042748,5.759234756415414,0
"Test84117",5,3,3,"AM",1,5.260234013275198,31.445280511527507,1,9.183557007948384,30.516790545143525,4.031694053150251,0
"Test8205",10,3,3,"AM",1,5.260234013275198,31.68301330731065,1,9.183557072783772,30.51679053904413,4.092986608149963,0
"Test70869",10,3,3,"AM",1,1.6914495258557574,62.58848554904381,1,7.6106120546019564,65.77916402229008,6.724352322815203,0
"Test79992",10,3,3,"AM",1,1.2156115034075219,66.39223574850158,1,4.111092279069403,68.50159354115148,3.582345491384157,0
"Test37993",5,3,3,"AM",1,9.304855939478026,59.497938597036125,1,13.882451502330758,63.234363630891394,5.9089130278477935,0
"Test34350",5,3,3,"AM",1,0.26393565306600075,11.951057507339483,1,4.109920233427959,14.034232531641866,4.373924504865074,0
"Test66732",5,3,3,"AM",1,6.687747886064955,9.335978090938358,1,4.109920233427959,14.034232531641866,5.358991527917374,0
"Test67062",5,3,3,"AM",1,6.449828972118311,15.517074327802032,1,15.260842429685228,12.984059956424415,9.167885249883467,0
"Test92679",5,3,3,"AM",1,14.06323499663068,9.573717107650348,1,11.38409495771752,10.386152064988766,2.799614599907116,0
"Test85276",5,3,3,"AM",1,16.44242569253671,14.328404127957462,1,19.13158269313079,30.59205305461819,16.48447274812018,0
"Test44416",5,3,3,"AM",1,12.635721512950822,13.37746672389604,1,19.234958191242022,17.980498446806287,8.045981964820824,0
"Test96786",5,3,3,"SB",1,0.841197,33.400914,1,7.75844233383655,34.30257808262563,6.975763838202999,0
"Test23667",5,3,3,"SB",1,15.864222,17.811294,1,16.078580522486533,20.919575960317072,3.1156646676102917,0
"Test54312",5,3,3,"AM",1,3.441853,57.477196,1,14.758215294339507,38.00851273401269,22.518651906543678,0
"Test67455",5,3,3,"AM",1,3.936385,57.477196,1,15.657972351111367,68.35175042784803,15.989107043045376,0
"FAKE_TEST",5,3,3,"Building",1,1234.0,1234.0,1,23.08175913522052,15.148737952940465,1718.115649498823,0
"FAKE_TEST_2",5,3,3,"SB",1,0.0,0.0,1,23.08175913522052,15.148737952940465,27.60890918423245,0
"FAKE_TEST_3",5,3,3,"SB",1,0.0,0.0,1,23.081758878516002,15.148738226704893,27.60890911983272,0
"Test37317",3,3,3,"SB",1,15.6973,18.69581,1,8.666817801119173,22.351913854476514,7.924315449519801,0
"Test30680",5,3,3,"SB",1,15.6973,18.69581,1,15.994952424385467,14.330123616045302,4.375821587860959,0
"Test3673",10,3,3,"SB",1,15.6973,18.69581,1,16.078580424268893,20.919575847964303,2.256215705224803,0
"Test97265",10,3,3,"SB",1,12.859617,8.579143,1,11.193964942586854,8.383578800468552,1.6770933583146235,0
"Test5444",5,3,3,"SB",1,12.859617,8.579143,1,15.994952433989758,14.330123474107795,6.550122494824113,0
"Test57831",3,3,3,"SB",1,12.859617,8.579143,1,11.193964942586854,8.383578800468552,1.6770933583146235,0
"Test48762",2,3,3,"SB",1,4.680414,8.579143,1,15.994952433989758,14.330123474107795,12.69222424903533,0
"Test62912",3,3,3,"SB",1,4.680414,8.579143,1,15.994952472921863,14.330123670713599,12.69222437282569,0
"Test43488",2,3,3,"SB",1,4.012724,0.618484,1,18.756035171806626,17.747388383419757,22.600101541476636,0
"Test82603",3,3,3,"SB",1,4.012724,0.618484,1,15.994952472921863,14.330123670713599,18.209416839558216,0
"Test11881",5,3,3,"SB",1,4.012724,0.618484,1,15.994952433989758,14.330123474107795,18.20941666589635,0
"Test50448",10,3,3,"SB",1,4.012724,0.618484,1,15.994952433989758,14.330123474107795,18.20941666589635,0
"Test56319",10,3,3,"SB",1,28.717257,9.90592,1,28.458615079851597,9.879664680736976,0.25997112271876666,0
"Test12599",5,3,3,"SB",1,28.717257,9.90592,1,23.08175908323646,15.148738297867789,7.697141058490711,0
"Test81912",3,3,3,"SB",1,28.717257,9.90592,1,28.45861591104524,9.879665552302827,0.2599702077538657,0
"Test62385",2,3,3,"SB",1,28.717257,9.90592,1,28.36242220952312,10.698352026271532,0.8682489532349447,0
"Test94942",2,3,3,"SB",1,27.548798,34.119584,1,19.990325624653543,18.17873439264669,17.642029102490785,0
"Test12935",3,3,3,"SB",1,27.548798,34.119584,1,29.383763908698217,27.177217804388665,7.180776300655224,0
"Test57257",5,3,3,"SB",1,27.548798,34.119584,1,23.124473031235546,26.64832248197753,8.682994880795224,0
"Test8527",10,3,3,"SB",1,27.548798,34.119584,1,29.383763872313573,27.17721779085374,7.180776304443092,0
"Test13139",10,3,3,"SB",1,28.550332,53.800097,1,28.313000794500137,54.19307750199664,0.45908580467440857,0
"Test13177",5,3,3,"SB",1,28.550332,53.800097,1,22.216557302291697,51.9015999641514,6.612185184676533,0
"Test52854",3,3,3,"SB",1,28.550332,53.800097,1,28.276238312118416,34.87606893290362,18.926012935480838,0
"Test79360",2,3,3,"SB",1,28.550332,53.800097,1,29.466409160355326,41.58620070990059,12.248202314994185,0
"Test37077",2,3,3,"SB",1,24.210347,54.795178,1,27.71567818281454,55.136051147099835,3.5218661535648583,0
"Test13666",3,3,3,"SB",1,24.210347,54.795178,1,13.857069087266266,56.60516802452418,10.510301015060282,0
"Test52481",5,3,3,"SB",1,24.210347,54.795178,1,28.313000794500137,54.19307750199664,4.14660019380001,0
"Test30022",10,3,3,"SB",1,24.210347,54.795178,1,28.31300081233402,54.193077462323906,4.146600217205504,0
"Test37479",10,3,3,"SB",1,18.534983,49.156381,1,22.261934683127215,46.99101849766962,4.310332193098726,0
"Test68842",5,3,3,"SB",1,18.534983,49.156381,1,15.007653201585635,51.82235165683916,4.4214765689653195,0
"Test53054",3,3,3,"SB",1,18.534983,49.156381,1,29.46640920454114,41.58620072168925,13.296755555828412,0
"Test67831",2,3,3,"SB",1,18.534983,49.156381,1,13.857068897472917,56.605168089277356,8.795868885562514,0
